id,y,pred,diff
92,-7.0638986,-10.397352,3.3334537
93,7.9678636,-6.216459,14.184322
94,31.376516,-0.41437298,31.79089
95,10.902255,7.92734,2.974915
96,-39.790672,-6.831144,32.95953
97,16.541477,-5.3072486,21.848726
98,-20.366821,-5.8006873,14.5661335
99,-15.059747,1.0915092,16.151257
100,4.7772565,-9.541838,14.319094
101,-2.455803,-6.631971,4.176168
102,-13.513286,-7.273496,6.2397895
103,17.344454,-10.818205,28.162659
104,-0.17571558,-7.155729,6.9800134
105,44.597923,-12.026915,56.62484
106,0.23293489,-10.169645,10.40258
107,-21.424564,1.8133873,23.237951
108,17.438229,-13.001707,30.439936
109,3.4065807,-5.49542,8.902
110,-39.294777,-8.034941,31.259836
111,5.9799914,-4.234678,10.214669
112,-15.318325,-6.2950416,9.023283
113,-5.724583,-9.801115,4.076532
114,-14.232136,-6.966398,7.265738
115,192.25096,-10.209105,202.46007
116,-7.5114236,-11.134321,3.6228976
117,3.1199276,-4.3285193,7.448447
118,-8.198537,-10.609251,2.4107141
119,-18.942665,-14.818998,4.123667
120,18.553822,-6.2732215,24.827044
121,-15.766117,-12.820921,2.9451962
122,52.08396,-11.699919,63.783882
123,8.244854,-9.434263,17.679117
124,56.790146,2.786654,54.00349
125,-9.281465,-4.0352607,5.246204
126,4.1250086,-11.788679,15.913688
127,-34.755184,-6.348661,28.406523
128,-7.404851,-9.269804,1.864953
129,-78.70948,-12.25305,66.45643
130,5.6802926,-10.593687,16.27398
131,14.498297,-6.1707435,20.66904
132,-48.149017,-5.900602,42.248417
133,-12.313983,-7.729734,4.584249
134,-89.49107,-10.741087,78.749985
135,42.029175,7.831164,34.19801
136,-10.505609,-6.4836707,4.021938
137,9.368224,-9.796965,19.165188
138,4.6522837,-5.3168006,9.969084
139,81.68637,-6.2977576,87.98413
140,38.251812,-12.656157,50.907967
141,17.711975,-8.546629,26.258604
142,-85.13202,-6.699735,78.43228
143,3.9138227,-17.728155,21.641977
144,-20.081139,-12.254484,7.8266544
145,-27.94397,-10.5197735,17.424196
146,-21.555012,-8.911253,12.643759
147,28.330177,-8.348722,36.6789
148,12.143774,-6.4056983,18.549473
149,20.63264,-10.870054,31.502695
150,-3.334793,-8.120939,4.786146
151,-47.860134,-7.7557044,40.10443
152,-17.622038,-14.3772335,3.2448044
153,-146.98293,-4.5726905,142.41023
154,-3.731006,-5.2217994,1.4907935
155,10.72322,0.8404259,9.882794
156,-6.725018,-9.660795,2.9357772
157,98.29207,-7.882749,106.17482
158,-19.513628,-12.337706,7.1759224
159,10.190773,-6.775144,16.965918
160,-2.4813602,-11.876585,9.395225
161,-39.808292,-5.0835853,34.72471
162,-20.056242,-5.3311744,14.725067
163,49.939808,-11.707243,61.64705
164,3.4170547,-7.8633857,11.28044
165,53.512173,-9.315794,62.827965
166,49.616665,-10.762297,60.37896
167,28.766293,-4.278608,33.0449
168,10.037354,-13.944006,23.981361
169,-23.862835,-6.156736,17.706099
170,54.63384,-13.214262,67.8481
171,-58.655834,-3.4395347,55.2163
172,21.324896,5.378512,15.946384
173,-34.580612,-6.3970084,28.183603
174,-37.10211,-5.991506,31.110605
175,33.36156,-11.338591,44.70015
176,-16.077908,-5.0607276,11.0171795
177,2.1307485,-10.9651165,13.095865
178,-19.32819,-6.26074,13.06745
179,-49.873028,-5.262113,44.610916
180,-46.943733,-4.474363,42.46937
181,9.598318,-8.161589,17.759907
182,25.782742,-9.421446,35.204185
183,-15.259845,-8.055449,7.2043962
184,16.823431,-7.665403,24.488834
185,72.75774,-8.197264,80.955
186,8.311983,-8.94766,17.259644
187,67.549515,-12.141874,79.69139
188,-14.016697,-7.0136085,7.0030885
189,11.707842,-6.7597632,18.467606
190,55.70161,-10.3601055,66.061714
191,25.541845,-5.247709,30.789555
192,4.73991,-5.7503943,10.490305
193,-4.040281,-7.4667945,3.4265137
194,47.07744,-8.960691,56.03813
195,353.53357,-5.8724647,359.40604
196,-45.13927,-5.1794868,39.959785
197,-1.7972517,-9.2290325,7.431781
198,-4.2995605,-1.9565026,2.343058
199,32.17984,-11.009825,43.189667
200,40.53386,-11.582945,52.116806
201,-26.194715,-0.64910656,25.545609
202,-12.884351,-11.574949,1.3094015
203,2.616519,-31.239874,33.85639
204,-74.07,-6.296018,67.77398
205,-1.442318,-11.618956,10.176638
206,-9.2195835,-8.462767,0.75681686
207,7.139092,-5.3852515,12.5243435
208,-24.475878,-3.4263892,21.049488
209,22.742659,19.706758,3.0359
210,-5.306728,-14.134062,8.827333
211,6.1320133,4.7477746,1.3842387
212,-5.7117686,-5.20651,0.50525856
213,4.1756787,-7.5736976,11.749376
214,-28.8989,-8.366636,20.532263
215,-12.931682,-8.894102,4.0375795
216,-11.8391,-4.9032874,6.9358125
217,-17.068947,-9.487669,7.581278
218,50.543236,-10.984663,61.5279
219,32.420006,-13.332151,45.75216
220,-4.5248203,-3.3499732,1.1748471
221,-29.438156,-7.602079,21.836077
222,37.23506,-8.623503,45.858566
223,-47.893215,-5.0688148,42.8244
224,7.4930973,-8.231977,15.725075
225,40.671906,-0.031246735,40.70315
226,-4.0283313,-10.668699,6.640368
227,58.400673,-10.163206,68.56388
228,-38.988037,-5.247831,33.740208
229,-9.804625,-6.2988563,3.5057683
230,-16.278292,-9.321074,6.957218
231,32.242577,-10.105558,42.348137
232,-18.947214,-9.926817,9.020397
233,-50.323063,-12.515944,37.80712
234,26.521729,5.3867364,21.134993
235,53.01998,-10.19467,63.214653
236,-31.950647,-6.4996467,25.451
237,-33.354332,-8.999052,24.35528
238,27.409063,-7.1134315,34.522495
239,-10.233395,-7.2497077,2.983687
240,23.677431,-6.658521,30.335953
241,5.5133553,-12.748808,18.262163
242,24.514956,-11.362638,35.877594
243,-41.791397,-8.582731,33.208664
244,3.7982564,-6.2806373,10.078894
245,12.465594,-9.142088,21.607681
246,-13.938745,-4.453977,9.484768
247,9.357269,-10.353682,19.71095
248,14.847993,-15.5686,30.416592
249,-6.304617,-20.517208,14.212591
250,6.519651,-35.982784,42.502434
251,-48.702087,-27.87231,20.829777
252,32.564945,-27.163326,59.72827
253,18.856897,-41.590694,60.447594
254,-20.645426,-25.296627,4.6512012
255,-42.466557,-10.601925,31.864632
256,-25.13938,-22.11102,3.0283604
257,91.03183,-50.67895,141.71078
258,41.898705,-22.746212,64.64491
259,24.163399,-19.122921,43.28632
260,-58.552345,-31.780392,26.771954
261,-20.563314,-21.581905,1.0185909
262,-46.773285,-19.576656,27.196629
263,-15.525053,-24.341915,8.816862
264,35.029003,-16.758785,51.78779
265,15.797839,-31.333614,47.131454
266,-29.848295,-8.844784,21.003511
267,-53.414574,-7.754513,45.66006
268,4.3269444,-26.047237,30.374182
269,36.198986,-19.123775,55.32276
270,-33.771477,-13.536495,20.234982
271,27.628826,-29.901485,57.53031
272,37.08671,-25.2467,62.333412
273,20.201746,-28.352901,48.55465
274,98.364456,-45.353634,143.7181
275,0.6149065,-42.097347,42.712254
276,-18.918453,-7.616207,11.302246
277,-3.9871554,52.03821,56.025368
278,-17.53236,-14.546993,2.9853668
279,1.3741021,-22.953365,24.327467
280,2.7205493,-14.571163,17.291712
281,37.066032,-19.566525,56.632557
282,-38.202805,-21.01501,17.187794
283,-8.391163,-10.06274,1.6715775
284,-24.66852,-53.334835,28.666315
285,29.383602,-20.886837,50.27044
286,-17.759743,-24.578,6.8182564
287,-19.347754,-12.991451,6.3563023
288,-18.3295,-26.978634,8.649134
289,14.5149,-29.711056,44.225956
290,-25.074295,-20.598751,4.475544
291,-10.655062,-30.630001,19.97494
292,-30.416794,-23.64294,6.7738533
293,-29.247034,-6.449642,22.797392
294,-36.65714,-27.96423,8.692909
295,24.089102,-10.4276085,34.51671
296,14.359624,11.972416,2.387208
297,11.910366,-54.868282,66.77865
298,33.26752,-18.172848,51.44037
299,-36.040005,-50.322628,14.282623
300,62.62447,-19.841549,82.46602
301,-14.907696,-11.980831,2.9268646
302,-34.31573,-13.416622,20.899109
303,-28.680704,-15.635433,13.045271
304,10.229757,-14.902828,25.132586
305,34.575146,-12.086178,46.661324
306,-12.004987,-48.24658,36.241592
307,-27.554344,-24.278927,3.2754173
308,6.4816866,-23.803707,30.285393
309,15.667112,-8.988155,24.655268
310,-0.082532525,-40.848873,40.766342
311,-54.581512,-19.96545,34.616062
312,10.423306,-15.244015,25.66732
313,-7.1847935,-17.252071,10.067278
314,-1.0338619,-15.70837,14.674508
315,11.54116,8.483158,3.0580015
316,-34.825478,-12.83276,21.992718
317,-23.738682,-12.53857,11.200111
318,-0.61157924,-17.210201,16.598621
319,14.6753845,-23.01965,37.695034
320,58.043453,-16.415646,74.4591
321,-12.473522,-35.98364,23.510117
322,25.299858,-30.36987,55.669727
323,44.316223,-17.626339,61.942562
324,57.36925,-25.036495,82.40575
325,7.901352,-33.880245,41.781597
326,-13.348997,0.9375036,14.286501
327,-27.506664,-32.951046,5.4443817
328,-27.309076,-10.242672,17.066404
329,10.114406,-19.489986,29.604393
330,-58.37679,-33.758663,24.618126
331,12.960305,-30.484737,43.44504
332,-40.46215,6.510746,46.972897
333,-33.298336,-19.680782,13.617554
334,46.553646,-19.883419,66.437065
335,14.979484,-45.020138,59.999622
336,24.29704,-33.17175,57.46879
337,15.790067,11.787968,4.002099
338,35.8822,-11.592037,47.474236
339,36.730057,-15.848629,52.578686
340,-4.136863,-13.160641,9.023777
341,-11.156758,-17.550167,6.393409
342,3.088435,-22.877071,25.965506
343,50.199047,-38.020382,88.21943
344,-13.045062,-11.752804,1.2922583
345,5.02343,-25.845333,30.868763
346,-43.167164,-16.383297,26.783867
347,6.127381,-19.17126,25.298641
348,-127.265686,-21.253658,106.012024
349,-21.695456,-18.765743,2.9297123
350,-34.304863,-31.672482,2.6323814
351,4.7198067,-23.501827,28.221634
352,-110.35608,-24.890743,85.46533
353,-35.201168,-45.316647,10.1154785
354,-24.575323,11.511234,36.086555
355,-65.53682,-14.935909,50.60091
356,9.818016,-19.34814,29.166157
357,-0.87596285,-23.416134,22.54017
358,15.873876,-21.961544,37.83542
359,14.798511,-12.67297,27.471481
360,-11.18114,-36.302486,25.121346
361,-32.38886,-10.475948,21.91291
362,-69.447296,-21.423458,48.023838
363,-5.949679,-31.388302,25.438623
364,3.6287057,-37.229366,40.85807
365,-33.947346,11.86414,45.811485
366,-27.058622,-17.37524,9.683382
367,10.205206,-30.479366,40.68457
368,-19.084372,-32.990963,13.906591
369,-44.170074,-1.9016688,42.268406
370,-1.3395008,-18.653927,17.314426
371,-6.1909075,-37.99377,31.802864
372,-19.854847,-20.207516,0.35266876
373,-26.09456,-43.885983,17.791422
374,-3.3411481,-13.209835,9.868687
375,51.89703,-12.233883,64.13091
376,-15.366316,-25.715206,10.34889
377,-26.968445,-33.193478,6.225033
378,16.318895,-27.9613,44.280197
379,13.972744,-15.524899,29.497643
380,22.90285,-33.83325,56.7361
381,-18.387495,-16.664913,1.7225819
382,28.773417,-23.881222,52.65464
383,27.002037,-51.283566,78.2856
384,-23.449326,-8.534176,14.91515
385,21.798216,-32.255245,54.05346
386,-0.03625183,-26.744991,26.70874
387,-14.945678,-8.946285,5.9993925
388,57.750214,-15.695675,73.44589
389,6.9629383,-26.149776,33.112717
390,51.22601,-21.327633,72.55364
391,34.02671,-29.417477,63.444187
392,26.334646,-26.29675,52.631393
393,4.724764,-12.849972,17.574736
394,-70.67173,62.50263,133.17436
395,28.491356,-13.526363,42.01772
396,24.18268,-37.306515,61.489197
397,-35.29896,-38.16003,2.8610687
398,-22.32423,-10.420528,11.903702
399,23.796707,-18.547726,42.344433
400,-1.0262825,-37.78747,36.76119
401,59.292778,-29.39001,88.682785
402,-32.2297,16.052494,48.282192
403,-16.61065,-29.48901,12.878361
404,15.874046,-51.122066,66.99611
405,32.29331,-43.788937,76.082245
406,5.0434337,-35.88061,40.924046
407,-63.201008,-21.334713,41.866295
408,84.506516,-27.932613,112.43913
409,31.272863,-21.39709,52.669952
410,-1.1857276,-17.596798,16.41107
411,29.133245,-34.257687,63.39093
412,-86.03143,-39.808712,46.22272
413,53.50069,-34.211056,87.71175
414,18.50362,-13.114681,31.618301
415,5.240288,-8.212032,13.45232
416,79.53147,-21.694454,101.22592
417,33.272907,-51.40356,84.67647
418,1.2211677,-27.327877,28.549046
419,-0.74122727,-22.796993,22.055765
420,6.692273,-10.942379,17.634651
421,18.0999,-40.24365,58.343548
422,-29.62497,-12.635738,16.989231
423,16.121582,-25.342892,41.464474
424,-5.2549887,2.6515691,7.906558
425,-8.43611,-14.9436,6.50749
426,24.531607,-23.645382,48.176987
427,35.71192,-26.298702,62.010624
428,13.833891,-24.885372,38.71926
429,3.5215719,-21.16589,24.687462
430,-23.903782,-17.618282,6.2854996
431,60.619404,-26.582638,87.20204
432,-8.256221,-13.272335,5.016114
433,-15.557292,-24.18298,8.625688
434,21.702856,21.11475,0.58810616
435,95.35318,-47.6748,143.02798
436,7.0105443,-44.129635,51.14018
437,6.437912,-9.302853,15.740765
438,-20.427013,-24.429562,4.002548
439,-33.99813,-33.96069,0.037441254
440,-4.068813,-28.422848,24.354034
441,6.420228,-12.496456,18.916683
442,-24.612928,-25.524776,0.91184807
443,-1.6317191,-12.300655,10.668936
444,-29.946814,-26.30798,3.638834
445,41.42,-17.706661,59.12666
446,-3.572882,-16.584347,13.011465
447,10.13169,-17.60571,27.7374
448,2.0391228,-14.437496,16.47662
449,31.359312,15.044071,16.31524
450,39.024345,-13.470333,52.49468
451,-0.863987,-47.936153,47.072166
452,11.409102,16.29578,4.8866777
453,41.125183,-20.214718,61.3399
454,-26.7703,-28.848751,2.0784512
455,-27.42291,-25.782589,1.6403217
456,10.919582,-25.563473,36.483055
457,8.2589245,-41.722775,49.981697
458,-2.0841765,7.6190224,9.703199
459,6.3052526,-9.285885,15.591137
460,-33.097458,-9.214596,23.882862
461,-17.262371,-16.383785,0.8785858
462,-0.30711177,-21.978146,21.671034
463,0.150071,-23.374142,23.524212
464,-2.4740212,-31.23425,28.760227
465,32.72223,-23.515377,56.237606
466,46.062305,-16.407345,62.46965
467,33.94948,-27.187984,61.137463
468,-15.352101,-16.914425,1.5623236
469,-6.105342,-6.9378624,0.8325205
470,30.68177,0.9366491,29.745121
471,0.17608015,-10.562801,10.738881
472,-8.707973,-42.228146,33.520172
473,21.436333,11.314823,10.12151
474,-36.30121,-35.585445,0.7157631
475,29.008226,-32.565792,61.57402
476,23.16409,-28.849728,52.013817
477,22.554861,-16.43591,38.99077
478,5.5661426,-15.471798,21.037941
479,1.1685067,-32.20373,33.37224
480,-35.929253,4.095707,40.02496
481,-36.105583,-26.82751,9.278072
482,9.80963,-20.714962,30.524593
483,24.498486,-18.82043,43.318916
484,12.670047,-32.33752,45.00757
485,12.107466,-29.487423,41.594887
486,15.609343,-23.690792,39.300133
487,-4.7986937,-41.20727,36.408577
488,-37.88164,-12.19006,25.691582
489,-53.947372,-9.044796,44.902576
490,6.059189,-33.26135,39.320538
491,19.850489,-25.389767,45.240257
492,-30.735506,-25.354488,5.3810177
493,20.088041,-29.442501,49.53054
494,-12.838477,-29.518063,16.679585
495,-3.4825869,-4.936367,1.4537802
496,-36.38401,-4.6160545,31.767956
497,17.687567,8.42374,9.263826
498,-26.464443,2.4696388,28.934082
499,-3.7126539,-4.7061424,0.99348855
500,-14.601032,-1.1857567,13.415276
501,12.17587,-6.946621,19.12249
502,-21.046026,-0.6807518,20.365274
503,-23.607359,-1.669033,21.938326
504,-17.446838,3.4955177,20.942356
505,-28.95668,3.5025978,32.45928
506,-9.974589,3.6236916,13.598281
507,55.628265,-5.5948143,61.22308
508,11.146626,-8.373867,19.520493
509,-5.715066,4.4708595,10.1859255
510,-2.8249183,-7.462734,4.637816
511,45.31169,6.832676,38.479015
512,-28.21015,3.8126564,32.022804
513,4.9029818,-13.841396,18.744377
514,24.43252,8.704258,15.728262
515,-15.451215,4.8287697,20.279984
516,34.128216,-3.846035,37.97425
517,22.673462,4.3436623,18.3298
518,12.903672,4.3600197,8.543653
519,-50.85629,1.6354103,52.4917
520,53.767178,-1.5711327,55.33831
521,6.092911,0.36929703,5.7236137
522,-7.6541934,4.5834084,12.237602
523,-4.7811456,5.2225685,10.003714
524,-33.666428,-6.577114,27.089314
525,2.7694588,0.25528336,2.5141754
526,-34.765347,-7.2864647,27.478882
527,25.441023,2.4193459,23.021677
528,22.421782,1.4193459,21.002436
529,-30.312466,-5.7063866,24.60608
530,16.03937,-6.0445213,22.08389
531,14.226885,3.6778908,10.548994
532,27.15924,7.756016,19.403225
533,0.865074,4.0140724,3.1489985
534,62.202106,7.063389,55.138718
535,8.856891,0.26810074,8.58879
536,-57.385777,-5.430996,51.95478
537,-11.574677,3.1988869,14.773564
538,1.3258171,0.061679848,1.2641373
539,18.871508,1.0094337,17.862074
540,29.293224,5.7749367,23.518288
541,27.330183,-4.3328514,31.663034
542,5.6930537,2.633213,3.0598407
543,-8.556433,-2.4732323,6.0832005
544,-37.682465,5.1058693,42.788334
545,-17.27331,-4.0049706,13.268339
546,-30.431723,0.29141617,30.723139
547,17.922579,-3.1617088,21.084288
548,-19.17143,-6.4212303,12.7502
549,-4.836539,2.3009377,7.1374764
550,24.313103,-2.16708,26.480183
551,-5.094772,-5.96957,0.8747983
552,5.7498326,-5.2586327,11.008465
553,1.9885229,5.529209,3.5406861
554,-610.412,10.465977,620.878
555,0.030328516,4.955723,4.925394
556,36.66396,-10.2288475,46.892807
557,32.71202,7.549961,25.16206
558,-28.138186,-3.307705,24.83048
559,0.11252074,0.62247086,0.5099501
560,13.402946,-0.6807518,14.083698
561,-21.081957,2.0782814,23.160238
562,-12.649247,-2.6606102,9.988637
563,-46.265656,-2.115078,44.150578
564,24.436853,6.0104103,18.426443
565,14.60395,15.9569435,1.352994
566,-37.522064,4.820957,42.34302
567,-31.806477,-13.486904,18.319572
568,-43.867363,-0.5003319,43.36703
569,17.732655,5.724766,12.007889
570,-10.502869,1.6647072,12.167576
571,-25.622396,-9.026211,16.596186
572,41.09704,6.261387,34.83565
573,-33.796795,3.891636,37.68843
574,-18.731567,-2.200283,16.531284
575,10.420208,7.0145607,3.4056473
576,-16.052347,-3.0778465,12.974501
577,13.299177,-2.165371,15.464548
578,4.6894417,-9.219326,13.908768
579,-0.08014878,-0.65096664,0.5708179
580,9.292534,-0.30770493,9.600239
581,52.02999,9.542881,42.48711
582,-29.87342,-4.8802147,24.993206
583,2.2622485,-1.8664207,4.1286693
584,42.890697,6.9828224,35.907875
585,27.004465,9.341709,17.662756
586,23.226292,0.1420021,23.08429
587,-9.383225,2.8059425,12.189168
588,7.0669513,7.440586,0.37363482
589,10.076846,4.3126564,5.7641897
590,16.50025,8.32877,8.17148
591,-22.142796,8.209873,30.352669
592,-36.617393,0.25210953,36.869503
593,0.11759922,1.1986427,1.0810435
594,4.230057,3.740635,0.48942184
595,14.1969385,9.191807,5.0051317
596,45.76724,1.061924,44.705315
597,7.9529905,-4.2620506,12.215041
598,0.43543598,1.6859474,1.2505114
599,10.826435,-7.380703,18.207138
600,-28.323063,-5.618374,22.704689
601,6.9281073,-14.307461,21.235569
602,-74.9753,-44.211147,30.764156
603,27.681128,6.1881447,21.492983
604,-41.74247,25.298252,67.040726
605,23.241127,-6.00375,29.244877
606,-23.123507,-4.7371483,18.386358
607,21.683687,4.0592384,17.624449
608,-13.777678,1.7225685,15.500246
609,7.429688,3.9068947,3.5227933
610,-28.803762,1.6907082,30.49447
611,8.42073,-4.03207,12.4528
612,-63.18018,6.4031105,69.58329
613,46.95964,1.8441505,45.11549
614,23.346138,1.8097267,21.536411
615,-19.127203,-2.1192284,17.007975
616,10.484257,2.7953224,7.6889343
617,0.6709932,6.036289,5.365296
618,-134.33134,-4.0242577,130.30708
619,27.704494,5.870762,21.833733
620,-9.626829,-33.003506,23.376677
621,-35.173756,-4.746792,30.426964
622,-3.281537,37.164463,40.446
623,30.910217,2.485508,28.42471
624,7.0868444,4.084141,3.0027037
625,25.983387,3.992588,21.990799
626,-15.476609,-11.395351,4.081258
627,30.848383,7.3495216,23.498861
628,1.8826398,7.30167,5.41903
629,-14.917417,10.550449,25.467865
630,33.44582,-4.4529686,37.89879
631,-177.34111,10.404942,187.74605
632,25.120687,-3.6570702,28.777758
633,12.440544,-11.839687,24.280231
634,-19.485579,-3.4668846,16.018694
635,-0.7092606,9.110508,9.819769
636,27.896399,15.079746,12.816652
637,-41.112034,-2.3796043,38.73243
638,-48.749294,4.442295,53.19159
639,36.48741,0.26236343,36.225048
640,-14.660753,-5.9266014,8.734152
641,24.01072,-9.69125,33.70197
642,13.863356,-16.706875,30.57023
643,-10.142953,4.641636,14.784589
644,27.137346,-26.344082,53.48143
645,38.808746,-3.9881248,42.79687
646,-16.15342,-1.4771385,14.676281
647,-5.5634875,11.129307,16.692795
648,-1.8804058,-10.686855,8.80645
649,-13.143534,-1.3675194,11.776014
650,9.111109,0.13272476,8.978384
651,16.768509,6.332676,10.435833
652,54.798428,8.63541,46.163017
653,-70.716644,-3.8240623,66.89258
654,-43.98136,-6.224697,37.756664
655,20.89446,3.8805275,17.013933
656,-27.571386,-7.74374,19.827646
657,17.629843,-3.240078,20.86992
658,-1.152243,-1.9768944,0.82465136
659,-20.839409,-7.7461815,13.093227
660,4.0515075,6.292637,2.2411294
661,38.041767,-1.6946678,39.736435
662,-9.905353,-2.809414,7.0959387
663,-13.847184,2.9010963,16.74828
664,-70.37984,10.095127,80.47496
665,-7.459532,10.428379,17.88791
666,18.950722,3.5594826,15.391239
667,20.355026,5.4046974,14.950329
668,16.42014,2.95084,13.469299
669,-3.3731332,-5.1524315,1.7792983
670,-14.08335,7.966709,22.05006
671,1.7995676,-7.088711,8.888278
672,-26.191067,-0.18954086,26.001526
673,-11.184722,0.18155289,11.366275
674,22.604654,8.759678,13.844976
675,42.68128,7.844883,34.836395
676,-1929.1584,8.676182,1937.8346
677,33.20952,2.7367287,30.47279
678,21.085598,3.7750587,17.31054
679,13.711666,-1.6036034,15.315269
680,38.377823,8.717442,29.660381
681,46.840107,10.130039,36.710068
682,-23.870634,1.1700783,25.040712
683,-0.09669516,1.3905373,1.4872324
684,-7.736537,-2.3819237,5.3546133
685,-20.07246,-1.5927391,18.479721
686,-27.900564,6.124424,34.024986
687,-88.46541,-3.8225975,84.64281
688,17.346218,0.26065445,17.085564
689,-8.269276,7.0052834,15.274559
690,-27.640743,1.280674,28.921417
691,-11.669177,-2.8333397,8.835837
692,-31.556099,3.1942482,34.750347
693,-26.417938,11.2225685,37.640507
694,-9.055875,20.130772,29.186646
695,-79.452835,-5.141201,74.31163
696,3.9855242,-5.8819237,9.867448
697,1.8793474,4.001377,2.1220298
698,-22.463245,5.5296974,27.992943
699,-2.4346614,0.45474625,2.8894076
700,-36.213478,-1.3383446,34.875134
701,5.69414,0.29727554,5.3968644
702,-31.329576,2.7018166,34.031395
703,-10.589862,0.03970719,10.629569
704,-6.6600304,0.5314064,7.191437
705,-98.05457,-7.0833397,90.97124
706,8.394112,8.195469,0.19864273
707,-5.605626,6.070469,11.676095
708,14.344864,2.7032814,11.6415825
709,-31.682867,-1.7167625,29.966105
710,22.229023,0.16275406,22.066269
711,9.042465,8.9447365,0.09772873
712,-37.927933,-6.5640526,31.36388
713,-26.948622,-5.8169823,21.13164
714,-63.46392,-8.444668,55.019253
715,-19.194565,-1.1079979,18.086567
716,9.215473,-6.2325096,15.447983
717,17.81308,-10.008144,27.821224
718,8.948217,-6.3677635,15.315981
719,30.273266,40.729893,10.456627
720,5.504416,2.8038673,2.7005486
721,22.25671,-2.2308006,24.48751
722,22.797329,1.6881447,21.109184
723,28.26221,3.7994728,24.462738
724,66.00569,-2.5315819,68.53728
725,10.743453,0.9449806,9.798472
726,-0.048518315,-1.794033,1.7455148
727,438.21725,-2.7637596,440.98102
728,12.15147,5.462803,6.6886673
729,-3.990163,32.862705,36.852867
730,-12.856001,-0.5816307,12.27437
731,-35.928368,-0.31185532,35.616512
732,-12.689973,-8.736904,3.9530687
733,-48.799755,-1.047451,47.752304
734,39.83122,3.2984962,36.532722
735,26.807253,-4.4090233,31.216276
736,8.181907,-2.4124413,10.594348
737,-8.381148,10.123203,18.504353
738,15.576602,6.239414,9.337188
739,-53.575466,1.473423,55.04889
740,20.851067,0.25113297,20.599934
